ID,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
14729,8688710,47,1,single,rented,no,Technician,Mira-Bhayandar,Maharashtra,1,10,0
14730,3632441,66,2,single,rented,yes,Statistician,Jabalpur,Madhya Pradesh,2,13,0
14731,1714140,27,10,single,rented,yes,Politician,Howrah,West Bengal,10,10,0
14732,6668606,45,2,single,rented,no,Designer,Giridih,Jharkhand,2,10,0
14733,1874355,26,11,single,rented,yes,Magistrate,Jehanabad[38],Bihar,11,10,1
14734,192829,66,11,single,rented,no,Flight attendant,Sonipat,Haryana,11,14,0
14735,502380,43,10,single,rented,yes,Fashion Designer,Mahbubnagar,Telangana,10,11,0
14736,1038909,58,19,single,rented,yes,Civil servant,Gorakhpur,Uttar Pradesh,4,11,0
14737,7339398,55,11,single,rented,no,Dentist,Jamalpur[36],Bihar,10,11,0
14738,1315700,53,4,single,rented,no,Civil engineer,Thoothukudi,Tamil Nadu,4,14,0
14739,3985432,47,13,single,rented,no,Technician,Faridabad,Haryana,4,12,0
14740,7492021,55,19,single,rented,no,Analyst,Rajahmundry[19][20],Andhra Pradesh,4,13,1
14741,7508587,58,13,single,rented,no,Microbiologist,Singrauli,Madhya Pradesh,13,11,0
14742,8517978,58,7,single,rented,no,Chef,Kochi,Kerala,4,10,0
14743,1771195,31,14,single,rented,no,Architect,Ulhasnagar,Maharashtra,9,13,0
14744,552671,76,17,single,rented,yes,Civil servant,Jabalpur,Madhya Pradesh,13,11,0
14745,3118300,77,10,single,rented,no,Drafter,Morbi,Gujarat,9,14,0
14746,9089173,63,6,single,rented,yes,Chartered Accountant,Munger,Bihar,6,12,0
14747,9889836,48,10,single,rented,yes,Police officer,Giridih,Jharkhand,5,12,0
14748,6716124,49,0,single,rented,no,Industrial Engineer,Raiganj,West Bengal,0,12,0
14749,5627580,33,2,single,rented,yes,Flight attendant,Secunderabad,Telangana,2,13,1
14750,3009196,65,9,single,rented,no,Physician,Bulandshahr,Uttar Pradesh,9,11,0
14751,6793519,57,6,single,rented,no,Aviator,Buxar[37],Bihar,6,11,0
14752,4750625,21,8,single,rented,yes,Statistician,Maheshtala,West Bengal,4,13,0
14753,6667612,45,0,single,rented,yes,Physician,Kulti,West Bengal,0,12,0
14754,9259353,37,18,single,rented,no,Petroleum Engineer,Bally,West Bengal,12,11,0
14755,8189154,62,13,single,rented,yes,Army officer,Bally,West Bengal,12,12,0
14756,871215,68,19,single,rented,yes,Financial Analyst,Shivpuri,Madhya Pradesh,6,11,0
14757,181844,33,6,married,rented,no,Computer hardware engineer,South Dumdum,West Bengal,6,11,1
14758,2284801,51,19,married,rented,yes,Consultant,Gangtok,Sikkim,7,10,0
14759,6638529,69,1,single,rented,no,Civil servant,Muzaffarpur,Bihar,1,10,0
14760,8291890,23,12,single,rented,yes,Computer hardware engineer,Kolkata,West Bengal,3,11,0
14761,5013574,70,1,single,rented,no,Petroleum Engineer,Surat,Gujarat,1,11,0
14762,5629582,53,9,single,rented,yes,Magistrate,Erode[17],Tamil Nadu,7,11,0
14763,3227326,45,4,single,rented,no,Architect,Ludhiana,Punjab,4,12,1
14764,8515666,62,13,married,rented,no,Physician,Guntakal,Andhra Pradesh,7,11,1
14765,2276484,31,19,married,rented,yes,Industrial Engineer,Dhanbad,Jharkhand,7,14,0
14766,6626765,57,10,single,rented,no,Technical writer,Salem,Tamil Nadu,10,13,0
14767,5448168,46,18,single,rented,no,Magistrate,Tadipatri,Andhra Pradesh,6,10,0
14768,6237498,52,1,single,rented,yes,Geologist,Kavali,Andhra Pradesh,1,13,0
14769,6813139,78,3,single,rented,no,Politician,Tirunelveli,Tamil Nadu,3,12,0
14770,5439814,66,12,married,rented,no,Web designer,Ratlam,Madhya Pradesh,12,13,0
14771,3672369,60,12,single,rented,no,Computer operator,Hazaribagh,Jharkhand,6,12,0
14772,278747,36,10,single,rented,no,Computer hardware engineer,Pondicherry,Puducherry,10,10,0
14773,1043413,33,16,single,rented,no,Hotel Manager,Satara,Maharashtra,8,13,0
14774,3367858,41,5,single,rented,no,Technical writer,Deoghar,Jharkhand,5,11,0
14775,1545325,31,12,single,rented,yes,Technology specialist,Jaipur,Rajasthan,8,14,1
14776,7040268,47,19,single,rented,yes,Software Developer,Bhalswa Jahangir Pur,Delhi,11,13,1
14777,931235,71,0,single,rented,no,Flight attendant,Giridih,Jharkhand,0,13,0
14778,1886741,37,11,single,rented,no,Dentist,Raipur,Chhattisgarh,11,14,1
14779,2959223,43,2,single,rented,no,Analyst,Ambala,Haryana,2,12,0
14780,8720580,65,4,single,rented,yes,Technician,Meerut,Uttar Pradesh,3,12,0
14781,4888019,73,14,single,rented,no,Army officer,Guntakal,Andhra Pradesh,11,10,0
14782,4778152,42,13,single,rented,no,Secretary,Tirupati[21][22],Andhra Pradesh,3,12,0
14783,2460413,61,15,single,rented,no,Technical writer,Dhule,Maharashtra,6,12,0
14784,7977107,59,15,single,rented,no,Comedian,Mirzapur,Uttar Pradesh,8,12,0
14785,3070513,33,7,single,rented,no,Computer hardware engineer,Sagar,Madhya Pradesh,7,13,0
14786,2309585,31,7,married,rented,no,Surveyor,Mirzapur,Uttar Pradesh,7,10,0
14787,7121677,62,16,single,rented,no,Software Developer,Panvel,Maharashtra,7,10,0
14788,8461272,68,11,single,rented,no,Geologist,Amaravati,Andhra Pradesh,9,12,1
14789,7020077,63,9,single,rented,no,Mechanical engineer,Ongole,Andhra Pradesh,9,13,0
14790,1337006,40,20,married,rented,no,Financial Analyst,Bharatpur,Rajasthan,10,10,0
14791,5386630,75,12,single,rented,no,Microbiologist,Muzaffarpur,Bihar,10,11,0
14792,2473195,33,4,single,rented,yes,Fashion Designer,Agartala,Tripura,4,10,0
14793,4092407,60,9,single,rented,no,Consultant,Madurai,Tamil Nadu,9,14,0
14794,5233653,71,9,single,rented,yes,Chartered Accountant,Shivpuri,Madhya Pradesh,3,11,0
14795,1620737,54,18,single,rented,yes,Librarian,Munger,Bihar,10,11,1
14796,2889220,34,18,single,rented,yes,Financial Analyst,Navi Mumbai,Maharashtra,13,14,0
14797,2229331,79,6,single,rented,yes,Petroleum Engineer,Bidhannagar,West Bengal,6,11,0
14798,9728879,30,5,single,rented,yes,Artist,Gudivada,Andhra Pradesh,5,12,0
14799,9370149,35,18,single,rented,no,Politician,Bulandshahr,Uttar Pradesh,6,11,0
14800,7261965,55,14,married,norent_noown,no,Industrial Engineer,Alwar,Rajasthan,10,12,0
14801,2307924,51,15,single,rented,yes,Fashion Designer,Agra,Uttar Pradesh,6,13,0
14802,7907295,51,18,single,rented,yes,Firefighter,Bhalswa Jahangir Pur,Delhi,12,13,0
14803,2823506,50,12,single,rented,no,Hotel Manager,Vijayanagaram,Andhra Pradesh,12,12,0
14804,3969409,68,20,single,rented,yes,Flight attendant,Bhopal,Madhya Pradesh,3,11,0
14805,3752757,34,2,single,rented,no,Dentist,Muzaffarpur,Bihar,2,13,0
14806,4448630,39,3,single,rented,no,Physician,Katihar,Bihar,3,14,0
14807,9625415,77,15,married,rented,no,Secretary,Amravati,Maharashtra,9,10,0
14808,1456270,43,10,single,rented,no,Fashion Designer,Mira-Bhayandar,Maharashtra,10,10,0
14809,2886469,33,8,married,rented,no,Surgeon,Salem,Tamil Nadu,8,10,0
14810,7810024,39,5,single,rented,yes,Engineer,Malegaon,Maharashtra,5,11,0
14811,7852251,39,6,single,rented,no,Financial Analyst,Howrah,West Bengal,6,14,0
14812,9422918,77,11,single,rented,no,Secretary,Aurangabad,Maharashtra,9,13,0
14813,4268171,60,1,single,rented,yes,Flight attendant,Orai,Uttar Pradesh,1,10,0
14814,1604000,27,8,single,rented,no,Microbiologist,Tiruvottiyur,Tamil Nadu,6,12,0
14815,1868963,73,16,single,rented,yes,Computer hardware engineer,"Khora, Ghaziabad",Uttar Pradesh,7,12,0
14816,8880943,35,1,single,rented,no,Civil servant,Dehradun,Uttarakhand,1,10,1
14817,8714860,46,18,single,rented,no,Consultant,Fatehpur,Uttar Pradesh,5,10,1
14818,7783136,44,13,single,rented,no,Physician,Miryalaguda,Telangana,9,12,0
14819,1119469,27,0,single,rented,no,Chef,Imphal,Manipur,0,10,0
14820,5734106,22,3,single,rented,no,Software Developer,Nandyal,Andhra Pradesh,3,11,0
14821,7475292,33,3,single,rented,no,Designer,Mango,Jharkhand,3,10,0
14822,3255445,39,1,single,rented,yes,Civil servant,Aligarh,Uttar Pradesh,1,11,0
14823,7566712,41,16,single,rented,no,Artist,Kulti,West Bengal,8,12,0
14824,1766902,30,14,single,rented,no,Police officer,Amritsar,Punjab,8,13,0
14825,2397672,70,6,single,rented,no,Graphic Designer,Thiruvananthapuram,Kerala,6,11,0
14826,7049933,23,16,single,rented,no,Flight attendant,Anantapuram[24],Andhra Pradesh,5,10,0
14827,6190341,79,13,single,rented,no,Dentist,Rajkot,Gujarat,4,11,0
14828,8109739,69,11,single,rented,no,Chartered Accountant,Mirzapur,Uttar Pradesh,5,11,1
14829,7171645,31,10,married,rented,no,Fashion Designer,Maheshtala,West Bengal,5,14,0
14830,346205,68,14,single,rented,no,Police officer,Bhiwani,Haryana,6,13,1
14831,854406,68,13,single,rented,no,Petroleum Engineer,Nashik,Maharashtra,7,12,0
14832,3638759,47,15,single,rented,no,Dentist,Chinsurah,West Bengal,14,12,1
14833,64822,33,9,single,rented,yes,Computer operator,Katihar,Bihar,9,11,1
14834,7600658,49,3,single,rented,yes,Statistician,Bhatpara,West Bengal,3,13,0
14835,1833571,25,17,single,rented,no,Aviator,Katni,Madhya Pradesh,9,12,0
14836,5174712,64,1,single,rented,no,Graphic Designer,Ongole,Andhra Pradesh,1,13,0
14837,9951774,40,12,single,rented,no,Hotel Manager,Secunderabad,Telangana,7,12,0
14838,4520435,72,7,single,rented,yes,Lawyer,Silchar,Assam,7,12,0
14839,6136284,76,0,single,rented,no,Technical writer,Guntur[13],Andhra Pradesh,0,14,0
14840,8822191,26,13,single,rented,no,Aviator,Gorakhpur,Uttar Pradesh,3,10,0
14841,335570,73,13,single,rented,yes,Police officer,Hajipur[31],Bihar,3,12,0
14842,6685208,76,17,single,rented,no,Statistician,Anand,Gujarat,14,13,0
14843,8998661,68,4,single,norent_noown,no,Air traffic controller,Jorhat,Assam,4,12,0
14844,7512118,33,17,single,rented,yes,Politician,Malda,West Bengal,11,11,0
14845,2212744,64,7,married,rented,no,Official,Sambhal,Uttar Pradesh,7,10,0
14846,8597423,27,18,single,rented,no,Technical writer,Haridwar,Uttarakhand,6,12,0
14847,3006135,59,18,single,rented,no,Chartered Accountant,Solapur,Maharashtra,6,10,1
14848,4449069,36,17,single,owned,yes,Magistrate,Sasaram[30],Bihar,7,11,0
14849,7268002,62,15,single,rented,yes,Fashion Designer,Gudivada,Andhra Pradesh,13,14,0
14850,9558695,35,11,single,rented,no,Air traffic controller,Uluberia,West Bengal,6,12,0
14851,6193538,73,10,single,rented,no,Technology specialist,Muzaffarpur,Bihar,10,11,0
14852,8613547,77,17,single,rented,yes,Statistician,Karaikudi,Tamil Nadu,13,14,0
14853,9474065,73,11,single,rented,no,Graphic Designer,Bokaro,Jharkhand,3,11,0
14854,736117,35,6,single,rented,no,Aviator,Nadiad,Gujarat,5,12,0
14855,7627512,44,14,single,rented,no,Chemical engineer,Ulhasnagar,Maharashtra,5,13,0
14856,4902965,32,7,married,rented,no,Comedian,Nagercoil,Tamil Nadu,7,11,0
14857,2082678,27,2,single,rented,no,Technology specialist,Guwahati,Assam,2,10,0
14858,7195430,31,7,single,rented,no,Technician,Chittoor[28],Andhra Pradesh,7,12,0
14859,3708922,24,13,single,rented,yes,Consultant,Eluru[25],Andhra Pradesh,5,12,0
14860,5576354,76,20,single,rented,yes,Firefighter,Dharmavaram,Andhra Pradesh,6,10,1
14861,7319293,40,6,single,rented,no,Designer,Phagwara,Punjab,4,14,0
14862,3069692,47,19,single,norent_noown,no,Software Developer,Sultan Pur Majra,Delhi,5,11,0
14863,5250888,30,10,single,rented,no,Statistician,Raebareli,Uttar Pradesh,10,13,0
14864,7497572,25,13,single,rented,yes,Designer,Malda,West Bengal,8,14,0
14865,432550,62,12,single,rented,no,Economist,Raebareli,Uttar Pradesh,12,11,0
14866,2846676,23,12,married,rented,no,Librarian,Ulhasnagar,Maharashtra,12,13,0
14867,9422148,43,16,single,rented,yes,Computer hardware engineer,Singrauli,Madhya Pradesh,12,12,0
14868,8817634,22,1,single,rented,no,Petroleum Engineer,Jalandhar,Punjab,1,14,0
14869,1199926,43,11,single,rented,no,Scientist,Ludhiana,Punjab,9,14,0
14870,9215066,69,11,single,rented,no,Magistrate,Gaya,Bihar,11,10,1
14871,9389020,61,2,single,rented,yes,Firefighter,Saharsa[29],Bihar,2,12,0
14872,3334962,41,20,single,rented,yes,Technical writer,Kulti,West Bengal,12,12,0
14873,9038552,76,7,single,rented,yes,Technology specialist,Ujjain,Madhya Pradesh,4,14,0
14874,6442526,35,20,single,rented,yes,Architect,Saharanpur,Uttar Pradesh,14,11,0
14875,4248621,77,1,married,rented,yes,Computer operator,Davanagere,Karnataka,1,14,0
14876,5966818,66,6,single,rented,yes,Lawyer,Sambhal,Uttar Pradesh,6,14,0
14877,4253315,66,7,single,rented,no,Chemical engineer,Vasai-Virar,Maharashtra,7,11,0
14878,1908338,39,3,single,rented,no,Police officer,Nadiad,Gujarat,3,10,0
14879,7454716,49,5,single,rented,yes,Graphic Designer,Ajmer,Rajasthan,5,13,0
14880,6915937,64,0,single,rented,no,Civil servant,Jalgaon,Maharashtra,0,12,0
14881,6002096,32,14,single,rented,no,Secretary,Ramagundam[27],Telangana,3,13,0
14882,2296270,52,14,single,rented,yes,Drafter,Medininagar,Jharkhand,6,13,0
14883,3979671,42,16,single,rented,yes,Economist,Loni,Uttar Pradesh,5,13,0
14884,181844,33,6,married,rented,no,Computer hardware engineer,South Dumdum,West Bengal,6,11,0
14885,2965928,57,8,single,rented,no,Designer,Pudukkottai,Tamil Nadu,6,11,0
14886,527900,61,9,single,rented,yes,Economist,Meerut,Uttar Pradesh,9,10,0
14887,8324652,70,14,single,rented,no,Psychologist,Mira-Bhayandar,Maharashtra,12,11,1
14888,9804758,66,4,single,rented,no,Magistrate,Arrah,Bihar,4,12,0
14889,9476109,69,8,single,rented,no,Petroleum Engineer,Loni,Uttar Pradesh,8,13,0
14890,8878375,65,7,single,rented,no,Secretary,Singrauli,Madhya Pradesh,7,14,0
14891,9109752,69,16,single,rented,yes,Surveyor,Tinsukia,Assam,7,13,0
14892,53886,72,12,single,rented,yes,Design Engineer,Jhansi,Uttar Pradesh,12,10,0
14893,957774,23,6,single,rented,no,Technician,Gandhidham,Gujarat,6,10,0
14894,8036522,63,6,single,rented,no,Mechanical engineer,Agra,Uttar Pradesh,6,12,0
14895,7906410,60,8,single,rented,no,Chemical engineer,New Delhi,Delhi,8,11,0
14896,9148621,43,9,single,rented,no,Police officer,Bilaspur,Chhattisgarh,3,12,0
14897,4370986,31,9,single,rented,no,Engineer,Mumbai,Maharashtra,4,12,0
14898,5340166,30,1,single,rented,yes,Engineer,Siliguri,West Bengal,1,11,0
14899,9169273,59,8,single,rented,yes,Computer hardware engineer,Arrah,Bihar,7,13,1
14900,3985432,47,13,single,rented,no,Technician,Faridabad,Haryana,4,12,0
14901,5841051,40,5,single,rented,no,Police officer,Gandhidham,Gujarat,5,13,1
14902,9270608,79,14,single,rented,no,Analyst,Kamarhati,West Bengal,4,12,0
14903,5563521,26,4,single,rented,no,Analyst,Rourkela,Odisha,4,13,0
14904,9901401,43,14,single,rented,yes,Geologist,Khammam,Telangana,3,11,1
14905,3519594,34,2,single,rented,no,Chartered Accountant,Tiruppur,Tamil Nadu,2,14,0
14906,9508705,70,12,single,rented,no,Petroleum Engineer,Danapur,Bihar,12,14,0
14907,5474047,34,3,single,rented,no,Surgeon,Vijayawada,Andhra Pradesh,3,12,0
14908,874023,41,18,single,rented,yes,Technician,Nangloi Jat,Delhi,5,13,0
14909,4871299,40,16,single,rented,no,Biomedical Engineer,Bareilly,Uttar Pradesh,6,13,0
14910,2150868,48,9,single,rented,no,Surgeon,Dindigul,Tamil Nadu,6,12,0
14911,1599131,68,4,married,owned,no,Microbiologist,Rajpur Sonarpur,West Bengal,4,11,0
14912,4890630,23,8,single,rented,yes,Financial Analyst,Muzaffarpur,Bihar,4,13,0
14913,5393575,22,1,single,rented,yes,Firefighter,Motihari[34],Bihar,1,13,0
14914,4260981,47,18,single,rented,no,Politician,Hindupur,Andhra Pradesh,7,13,0
14915,474864,73,14,married,rented,no,Psychologist,Raebareli,Uttar Pradesh,9,12,0
14916,3756692,33,4,single,rented,yes,Aviator,Bellary,Karnataka,4,13,0
14917,1052130,29,16,single,rented,no,Police officer,Jehanabad[38],Bihar,3,14,0
14918,2602671,59,2,single,rented,yes,Design Engineer,Bathinda,Punjab,2,11,0
14919,6991135,31,16,single,norent_noown,yes,Fashion Designer,Mehsana,Gujarat,11,11,0
14920,4642438,55,13,single,rented,no,Drafter,Kanpur,Uttar Pradesh,13,14,0
14921,5465826,73,18,single,rented,no,Official,Gandhidham,Gujarat,3,12,0
14922,7835117,40,3,single,rented,yes,Technical writer,Guwahati,Assam,3,14,0
14923,1259577,66,15,single,rented,no,Economist,Machilipatnam,Andhra Pradesh,3,10,0
14924,4745314,61,18,married,rented,no,Computer operator,Rohtak,Haryana,4,14,0
14925,6983206,79,10,single,rented,yes,Economist,"Khora, Ghaziabad",Uttar Pradesh,3,14,0
14926,4298965,22,10,single,rented,no,Technical writer,Panvel,Maharashtra,10,14,0
14927,4888019,73,14,single,rented,no,Army officer,Guntakal,Andhra Pradesh,11,10,0
14928,4707564,26,5,single,rented,no,Statistician,Hosur,Tamil Nadu,5,14,0
14929,7462954,29,2,single,rented,yes,Web designer,Munger,Bihar,2,11,0
14930,8248454,64,8,single,rented,no,Psychologist,Vellore,Tamil Nadu,8,14,0
14931,165289,34,2,single,rented,no,Technology specialist,Ballia,Uttar Pradesh,2,12,0
14932,6976958,64,1,single,rented,no,Technical writer,Phagwara,Punjab,1,13,0
14933,1024065,24,13,single,rented,no,Technician,Karaikudi,Tamil Nadu,10,10,0
14934,3240924,34,12,single,owned,no,Biomedical Engineer,Vellore,Tamil Nadu,12,10,0
14935,30515,73,12,single,rented,no,Physician,Gandhidham,Gujarat,3,11,0
14936,2915711,53,7,married,rented,no,Technical writer,Amroha,Uttar Pradesh,7,14,1
14937,4968665,72,11,single,owned,yes,Design Engineer,Eluru[25],Andhra Pradesh,3,13,0
14938,1244922,77,20,single,rented,yes,Physician,Firozabad,Uttar Pradesh,12,10,0
14939,2218280,34,9,single,rented,no,Psychologist,Gaya,Bihar,9,11,1
14940,6350000,23,4,single,rented,no,Web designer,Madurai,Tamil Nadu,4,12,0
14941,8451099,70,4,single,rented,yes,Design Engineer,Kishanganj[35],Bihar,4,13,0
14942,3451746,34,20,single,owned,no,Statistician,Bettiah[33],Bihar,6,10,0
14943,1337006,40,20,married,rented,no,Financial Analyst,Bharatpur,Rajasthan,10,10,0
14944,4710960,59,10,single,rented,no,Chef,Ichalkaranji,Maharashtra,10,13,1
14945,1601803,40,1,single,rented,no,Civil engineer,Bettiah[33],Bihar,1,10,0
14946,5152202,78,10,single,rented,no,Design Engineer,Jamnagar,Gujarat,10,12,0
14947,8047392,61,2,single,rented,no,Graphic Designer,Phagwara,Punjab,2,14,0
14948,4088739,77,20,single,rented,no,Analyst,Ahmednagar,Maharashtra,5,13,0
14949,2619515,49,8,single,rented,yes,Surgeon,Bhimavaram,Andhra Pradesh,8,13,0
14950,2703840,48,17,single,norent_noown,no,Computer operator,Dehradun,Uttarakhand,5,14,0
14951,6302112,58,18,single,rented,no,Analyst,Dibrugarh,Assam,7,11,0
14952,7184863,49,19,single,rented,no,Flight attendant,Cuttack,Odisha,7,13,0
14953,2161229,31,19,single,rented,no,Surgeon,Mahbubnagar,Telangana,13,14,0
14954,5748851,74,5,single,rented,no,Air traffic controller,Jaipur,Rajasthan,5,13,0
14955,4859415,23,13,single,rented,no,Geologist,Bhilwara,Rajasthan,10,13,0
14956,9696056,39,11,married,rented,no,Lawyer,Anantapur,Andhra Pradesh,3,13,0
14957,3006135,59,18,single,rented,no,Chartered Accountant,Solapur,Maharashtra,6,10,0
14958,296613,23,3,single,rented,yes,Designer,Miryalaguda,Telangana,3,13,1
14959,8660614,24,18,single,rented,yes,Army officer,Danapur,Bihar,4,14,0
14960,1434051,67,18,single,rented,no,Psychologist,Kishanganj[35],Bihar,10,13,0
14961,7102815,30,13,single,rented,no,Army officer,Muzaffarnagar,Uttar Pradesh,13,13,0
14962,1213131,67,8,single,rented,no,Psychologist,Agartala,Tripura,8,11,0
14963,6569934,72,9,single,rented,yes,Comedian,Panipat,Haryana,3,14,0
14964,488193,71,18,single,rented,no,Economist,Guna,Madhya Pradesh,8,10,1
14965,1086347,26,10,single,rented,yes,Civil engineer,Eluru[25],Andhra Pradesh,10,10,1
14966,1727393,44,8,single,rented,no,Mechanical engineer,Ulhasnagar,Maharashtra,8,12,1
14967,6619884,31,17,single,rented,no,Software Developer,Amaravati,Andhra Pradesh,12,10,0
14968,9377132,34,2,single,rented,no,Scientist,Danapur,Bihar,2,12,0
14969,6374359,30,14,single,rented,yes,Mechanical engineer,Amroha,Uttar Pradesh,6,13,0
14970,3959820,78,9,married,rented,no,Civil engineer,Darbhanga,Bihar,9,10,0
14971,2072988,61,16,single,rented,yes,Designer,Pallavaram,Tamil Nadu,14,10,0
14972,7584472,37,20,single,rented,no,Surveyor,Bharatpur,Rajasthan,12,11,0
14973,9675070,56,19,single,rented,yes,Psychologist,Sasaram[30],Bihar,3,10,0
14974,1024065,24,13,single,rented,no,Technician,Karaikudi,Tamil Nadu,10,10,0
14975,7064604,74,3,single,rented,no,Petroleum Engineer,Thrissur,Kerala,3,12,0
14976,4855342,24,0,single,rented,no,Lawyer,Ichalkaranji,Maharashtra,0,13,0
14977,279696,49,17,single,rented,yes,Graphic Designer,Ambattur,Tamil Nadu,12,13,0
14978,9247929,48,4,single,rented,yes,Geologist,Surendranagar Dudhrej,Gujarat,3,13,0
14979,6646967,60,7,single,rented,no,Software Developer,Gopalpur,West Bengal,6,13,0
14980,9908353,68,3,single,rented,yes,Librarian,Sikar,Rajasthan,3,13,0
14981,4388062,28,2,single,rented,no,Biomedical Engineer,Dindigul,Tamil Nadu,2,10,0
14982,6639316,74,7,married,owned,no,Librarian,Siliguri,West Bengal,3,11,0
14983,2274051,41,17,single,rented,yes,Computer operator,Adoni,Andhra Pradesh,9,11,0
14984,4353466,44,3,single,rented,no,Drafter,Sonipat,Haryana,3,12,0
14985,4910728,44,3,married,rented,no,Scientist,Medininagar,Jharkhand,3,12,0
14986,5591112,50,16,single,rented,no,Magistrate,Salem,Tamil Nadu,9,11,0
14987,9195357,65,10,married,rented,no,Chef,Bellary,Karnataka,5,10,0
14988,5857664,27,18,single,rented,yes,Technician,Nadiad,Gujarat,5,11,0
14989,2074547,55,14,single,rented,no,Surgeon,New Delhi,Delhi,11,13,0
14990,7167762,49,14,single,rented,no,Firefighter,Bhopal,Madhya Pradesh,12,14,0
14991,74741,59,14,single,rented,yes,Graphic Designer,Vellore,Tamil Nadu,6,11,0
14992,4398916,35,6,single,rented,yes,Computer hardware engineer,Bhavnagar,Gujarat,4,11,0
14993,8290289,79,9,single,rented,no,Statistician,Jehanabad[38],Bihar,9,11,0
14994,7575197,28,12,single,rented,no,Scientist,Maheshtala,West Bengal,12,14,0
14995,9084072,22,10,single,rented,no,Technical writer,Mysore[7][8][9],Karnataka,4,13,0
14996,3966840,53,15,single,rented,yes,Mechanical engineer,Kolkata,West Bengal,9,12,0
14997,9803522,55,14,single,rented,no,Police officer,Guna,Madhya Pradesh,14,11,0
14998,7374820,31,10,married,owned,no,Graphic Designer,Firozabad,Uttar Pradesh,8,11,0
14999,3656059,71,14,single,rented,no,Technician,Tezpur,Assam,7,10,0
15000,1924316,26,5,single,rented,yes,Dentist,Hazaribagh,Jharkhand,5,14,1
15001,2607516,76,5,single,rented,yes,Analyst,Nanded,Maharashtra,5,11,0
15002,667691,40,20,married,rented,no,Official,Nandyal,Andhra Pradesh,13,13,0
15003,294788,22,11,single,rented,yes,Computer operator,Gangtok,Sikkim,11,13,0
15004,9224297,69,19,married,owned,yes,Designer,Bahraich,Uttar Pradesh,11,14,0
15005,9537662,44,19,single,rented,no,Politician,Vadodara,Gujarat,14,12,0
15006,8151369,67,11,single,rented,no,Industrial Engineer,Coimbatore,Tamil Nadu,6,12,0
15007,277942,59,16,single,rented,no,Chef,Pali,Rajasthan,10,11,0
15008,1044499,68,8,single,rented,no,Secretary,Ambattur,Tamil Nadu,4,11,0
15009,9285791,24,18,single,rented,no,Hotel Manager,Cuttack,Odisha,6,13,0
15010,3798093,61,5,single,rented,no,Biomedical Engineer,Nanded,Maharashtra,5,10,0
15011,7238880,29,7,single,rented,no,Computer operator,Karnal,Haryana,7,10,0
15012,9735655,57,2,single,rented,no,Artist,Cuttack,Odisha,2,13,1
15013,4347543,73,5,single,rented,no,Dentist,Chapra,Bihar,5,12,0
15014,5072054,56,5,single,rented,no,Statistician,Kumbakonam,Tamil Nadu,5,14,0
15015,9241363,62,18,single,rented,yes,Computer operator,Secunderabad,Telangana,5,11,0
15016,8925245,63,0,single,rented,no,Designer,Kottayam,Kerala,0,10,0
15017,1613331,38,16,single,rented,no,Politician,HubliÃ¢â‚¬â€œDharwad,Karnataka,10,14,0
15018,6600394,66,10,single,rented,no,Chartered Accountant,Pondicherry,Puducherry,5,10,0
15019,270761,48,1,single,rented,no,Fashion Designer,Ajmer,Rajasthan,1,11,0
15020,9717828,22,13,single,rented,yes,Air traffic controller,Delhi_city,Delhi,10,14,0
15021,6959274,61,10,single,rented,no,Aviator,Jamshedpur,Jharkhand,10,10,0
15022,3524413,77,5,single,rented,no,Artist,Giridih,Jharkhand,5,11,0
15023,6802871,54,20,single,rented,yes,Industrial Engineer,Kadapa[23],Andhra Pradesh,7,13,0
15024,7026123,59,19,single,rented,yes,Drafter,Madanapalle,Andhra Pradesh,4,10,1
15025,681915,24,16,single,rented,no,Scientist,Ulhasnagar,Maharashtra,9,10,0
15026,9434416,78,12,single,owned,no,Surveyor,Kochi,Kerala,12,12,1
15027,8947080,47,18,single,rented,no,Psychologist,Guntakal,Andhra Pradesh,3,12,0
15028,8182419,22,6,single,rented,no,Web designer,Bhusawal,Maharashtra,6,11,0
15029,150879,77,0,single,norent_noown,yes,Lawyer,Rampur,Uttar Pradesh,0,12,0
15030,8306358,47,15,single,rented,no,Petroleum Engineer,Raurkela Industrial Township,Odisha,14,12,0
15031,4240107,46,20,single,rented,no,Graphic Designer,Patna,Bihar,11,11,0
15032,8602683,46,1,married,rented,no,Web designer,Bangalore,Karnataka,1,10,0
15033,7291839,41,1,single,rented,yes,Surgeon,Thane,Maharashtra,1,12,0
15034,8236972,21,7,single,rented,no,Designer,Munger,Bihar,4,13,0
15035,4181786,51,12,single,norent_noown,yes,Statistician,Korba,Chhattisgarh,4,13,0
15036,5898669,32,9,married,rented,no,Firefighter,Aligarh,Uttar Pradesh,6,13,0
15037,1594575,55,7,single,rented,no,Artist,Hindupur,Andhra Pradesh,7,12,0
15038,3859945,64,5,single,rented,no,Comedian,Kolhapur,Maharashtra,5,13,0
15039,9692149,47,18,single,rented,yes,Librarian,Malegaon,Maharashtra,11,13,0
15040,3762078,27,11,single,rented,no,Financial Analyst,Hospet,Karnataka,9,12,0
15041,7962331,31,20,single,rented,no,Civil engineer,Berhampur,Odisha,11,14,0
15042,1659351,37,12,married,rented,yes,Industrial Engineer,Agra,Uttar Pradesh,12,11,0
